Author,Title,Description,Genre,Banned
"Kate, Messner",Chirp,"From acclaimed author Kate Messner comes the powerful story of a young girl with the courage to make her voice heard, set against the backdrop of a summertime mystery.  When Mia moves to Vermont the summer after seventh grade, she's recovering from the broken arm she got falling off a balance beam. And packed away in the moving boxes under her clothes and gymnastics trophies is a secret she'd rather forget.  Mia's change in scenery brings day camp, new friends, and time with her beloved grandmother. But Gram is convinced someone is trying to destroy her cricket farm. Is it sabotage or is Gram's thinking impaired from the stroke she suffered months ago? Mia and her friends set out to investigate, but can they uncover the truth in time to save Gram's farm? And will that discovery empower Mia to confront the secret she's been hiding--and find the courage she never knew she had?  In a compelling story rich with friendship, science, and summer fun, a girl finds her voice while navigating the joys and challenges of growing up.","Middle Grade, Realistic Fiction, Mystery, Family, Fiction, Sports, Contemporary",1
"Sara, Quin",High School,"High School is the revelatory and unique coming-of-age story of Sara and Tegan Quin, identical twins from Calgary, Alberta, growing up in the height of grunge and rave culture in the 90s, well before they became the celebrated musicians and global LGBTQ icons we know today. While grappling with their identity and sexuality, often alone, they also faced academic meltdown, their parents' divorce, and the looming pressure of what might come after high school.  Written in alternating chapters from both Tegan's point of view and Sara's, the book is a raw account of the drugs, alcohol, love, music and friendship they explored in their formative years. A transcendent story of first loves and first songs, it captures the tangle of discordant and parallel memories of two sisters who grew up in distinct ways even as they lived just down the hall from one another. This is the origin story of Tegan and Sara.","Memoir, Nonfiction, LGBT, Music, Queer, Audiobook, Biography",1
"Courtney, Alameda",Seven Deadly Shadows,"Seventeen-year-old Kira Fujikawa has never had it easy. She’s bullied by the popular girls in school. Her family ignores her. And she’s also plagued with a secret: She can see yokai, the ghosts and demons that haunt the streets of Japan. But things accelerate from bad to worse when she learns that Shuten-doji, the demon king, will rise at the next blood moon to hunt down an ancient relic and bring the world to a catastrophic end.  Not exactly skilled at fighting anything, much less the dead, Kira enlists the aid of seven powerful death gods to help her slay Shuten-doji. They include Shiro, a kitsune with boy-band looks who is more flirtatious than helpful, and O-bei, a regal demon courtesan with covert reasons of her own for getting involved.  As the confrontation with Shuten-doji draws nearer by the day, the fate of Japan hangs in the balance. Can Kira save humankind? Or will the demon king succeed in bringing eternal darkness upon the world?","Fantasy, Young Adult, Paranormal, Mythology, Urban Fantasy, Young Adult Fantasy, Fiction",1
"Jessica, Verdi",And She Was,"Dara’s lived a sheltered life with her single mom, Mellie. Now, at eighteen, she’s dreaming of more. When Dara digs up her never-before-seen birth certificate, her world implodes. Why are two strangers listed as her parents?  Dara confronts her mother, and is stunned by what she learns: Mellie is transgender. The unfamiliar name listed under “father”? That’s Mellie. She transitioned when Dara was a baby, shortly after Dara’s birth mother died.  But Dara still has more questions than answers. Reeling, she sets off on a road trip with her best guy friend, Sam. She's determined to find the extended family she’s never met. What she discovers—and what her mother reveals, piece by piece over emails—will challenge and change Dara more than she can imagine.  From rising star Jessica Verdi, this is a gorgeous, timely, and essential novel about the importance of being our true selves.","Young Adult, LGBT, Contemporary, Realistic Fiction, Fiction, Romance, Teen",1
"Marissa, Meyer",Serendipity: Ten Romantic Tropes Transformed,"Love is in the air in this is a collection of stories inspired by romantic tropes and edited by #1 New York Times-bestselling author Marissa Meyer.  The secret admirer. The fake relationship. The matchmaker.  From stories of first love, unrequited love, love that surprises, love that’s been there all along, ten of the brightest and award-winning authors writing YA have taken on some of your favorite romantic tropes, embracing them and turning them on their heads. Readers will swoon for this collection of stories that celebrate love at its most humorous, inclusive, heart-expanding, and serendipitous.","Romance, Young Adult, Short Stories, Contemporary, Anthologies, LGBT, Fiction",1
"Douglas, Adams",So Long and Thanks for All the Fish,"Back on Earth with nothing more to show for his long, strange trip through time and space than a ratty towel and a plastic shopping bag, Arthur Dent is ready to believe that the past eight years were all just a figment of his stressed-out imagination. But a gift-wrapped fishbowl with a cryptic inscription, the mysterious disappearance of Earth's dolphins, and the discovery of his battered copy of The Hitchhiker's Guide to the Galaxy all conspire to give Arthur the sneaking suspicion that something otherworldly is indeed going on. . . .  God only knows what it all means. And fortunately, He left behind a Final Message of explanation. But since it's light-years away from Earth, on a star surrounded by souvenir booths, finding out what it is will mean hitching a ride to the far reaches of space aboard a UFO with a giant robot. But what else is new?","Science Fiction, Fiction, Humor, Fantasy, Comedy, Science Fiction Fantasy, Audiobook",1
"Sarah J., Maas",Queen of Shadows,"An alternative cover edition for this ISBN can be found here.  Everyone Celaena Sardothien loves has been taken from her. But she’s at last returned to the empire—for vengeance, to rescue her once-glorious kingdom, and to confront the shadows of her past…  She has embraced her identity as Aelin Galathynius, Queen of Terrasen. But before she can reclaim her throne, she must fight.  She will fight for her cousin, a warrior prepared to die for her. She will fight for her friend, a young man trapped in an unspeakable prison. And she will fight for her people, enslaved to a brutal king and awaiting their lost queen’s triumphant return.  The fourth volume in the bestselling series continues Celaena’s epic journey and builds to a passionate, agonizing crescendo that might just shatter her world.","Young Adult, Romance, Fantasy, Fiction, Fae, Magic, Romantasy",1
"Ayn, Rand",Atlas Shrugged,"This is the story of a man who said that he would stop the motor of the world and did. Was he a destroyer or the greatest of liberators?  Why did he have to fight his battle, not against his enemies, but against those who needed him most, and his hardest battle against the woman he loved? What is the world’s motor — and the motive power of every man? You will know the answer to these questions when you discover the reason behind the baffling events that play havoc with the lives of the characters in this story.  Tremendous in its scope, this novel presents an astounding panorama of human life — from the productive genius who becomes a worthless playboy — to the great steel industrialist who does not know that he is working for his own destruction — to the philosopher who becomes a pirate — to the composer who gives up his career on the night of his triumph — to the woman who runs a transcontinental railroad — to the lowest track worker in her Terminal tunnels.    This is a mystery story, not about the murder — and rebirth — of man’s spirit. It is a philosophical revolution, told in the form of an action thriller of violent events, a ruthlessly brilliant plot structure and an irresistible suspense. Do you say this is impossible? Well, is the first of your premises to check.","Fiction, Classics, Philosophy, Politics, Literature, Science Fiction, Novels",1
"Jayne Ann, Krentz",The Pirate,"Historical romance novelist Kate Inskip needs a break. Divorced, overworked, and completely stressed out, her writing buddies decide to surprise her with exactly what she needs--a vacation on a remote island that boasts a rich history and a crumbling castle built by an 18th century pirate. It’s the kind of story Kate can’t possibly pass up and it will allow her to turn her thoughts from the reality of today to the romance of the past. But things don't go according to plan. A long flight, lost luggage, and a missed connection leave Kate wishing she’d stayed home. A knife-wielding mugger is the last straw. Too late to help, but just in time to enjoy the show, Jared Hawthorne catches a harried woman in the act of kicking the local thief into submission. As far as Jared is concerned, Kate is the most interesting tourist to arrive on Amethyst Island in a very long time. Kate, however, has already concluded that a month-long vacation on the island is about thirty days too long. Still, Jared Hawthorne is starting to look very familiar...","Romance, Contemporary, Contemporary Romance, Fiction, Audiobook, Suspense, Historical Romance",1
"Tanya, Huff",The Enchantment Emporium,"Alysha Gale belongs to a specially ""charm""-full family. The men grow horns, and obey females until they ""choose"". She inherits her gran’s Calgary junk shop with fey mailboxes and the Monkey's Paw. Leprechaun Joe can help sell yo-yos. Tabloid reporter Graham bats very blue eyes and beds her. But when dragons fly overhead can even the Aunties save the day?","Fantasy, Urban Fantasy, Fiction, Paranormal, Magic, Dragons, Romance",1
"Laura, Resau",Red Glass,"ONE NIGHT SOPHIE and her parents are called to a hospital where Pedro, 6-year-old Mexican boy, is recovering from dehydration. Crossing the border into Arizona with a group of Mexicans and a coyote, or guide, Pedro and his parents faced such harsh conditions that the boy is the only survivor. Pedro comes to live with Sophie, her parents, and Sophie's Aunt Dika, a refugee of the war in Bosnia. Sophie loves Pedro - her Principito, or Little Prince. But after a year, Pedro's surviving family in Mexico makes contact, and Sophie, Dika, Dika's new boyfriend, and his son must travel with Pedro to his hometown so that he can make a heartwrenching decision.","Young Adult, Fiction, Realistic Fiction, Cultural, Romance, Travel, Coming Of Age",1
"Arthur, Golden",Kenang-Kenangan Seorang Geisha (Memoirs of a Geisha),"The long-anticipated Malay edition of Memoirs of a Geisha ¡V the runaway bestseller that has captivated audiences worldwide ¡V is finally out! Geisha is probably one aspect founded in the rituals of Japanese culture that is very popular among non-Japanese society, depicting it as a foreign culture, which is surrounded with mystery. In this novel, we will enter a realm where aesthetic beauty is very crucial; the virginity of a lass is auctioned and sold to the highest bidder; a world that trains a young girl to entice men of great social standing; a place where love is considered as an illusion.  This highly captivating novel depicts the beauty in the form of Sayuri and as she develops the grace of a geisha, power comes with it. Through her eyes, we see the decadent heart of Gion ¡V the geisha district of Kyoto ¡V with its marvellous teahouses and theatres, narrow back alleys, ornate temples and artists¡¦ streets. Sayuri eventually transforms into a desirable woman as she takes on the laborious tasks of serving and pouring tea, traditional makeup and hair. The challenge begins and the money that goes with it as she competes against her closest rival and how cleverly her mentor, Mameha plans for her manoeuvres to captivate powerful men. When World War II erupts and the geisha houses are forced to close, Sayuri suffers during this phase of her life but she gains her freedom nevertheless, being released and unbounded by any geisha house. Memoirs of a Geisha is convincingly told with nuances and metaphors, rich in Japanese culture, of memorable characters rendered with humour and pathos. A remarkable work of fiction that is unique ¡K romantic, erotic, thrilling ¡K undoubtedly memorable.  The content of the novel is based on an interview conducted by Arthur with a former geisha and this special research undertook by him required a period of ten years. The interesting narration of the novel is a leading factor that makes it into an adaptation of a film, also entitled Memoirs of a Geisha . This book has been translated into 35 languages.","Fiction, Historical Fiction, Romance, Historical, Adult, Novels, Asia",1
"Colleen, Hoover",Maybe Not,"When Warren has the opportunity to live with a female roommate, he instantly agrees. It could be an exciting change.  Or maybe not.  Especially when that roommate is the cold and seemingly calculating Bridgette. Tensions run high and tempers flare as the two can hardly stand to be in the same room together. But Warren has a theory about Bridgette: anyone who can hate with that much passion should also have the capability to with that much passion. And he wants to be the one to test this theory.  Will Bridgette find it in herself to warm her heart to Warren and finally learn to love?  Maybe.    Colleen Hoover, the bestselling author of , brilliantly brings to life the story of the hilarious and charismatic Warren in this new novella.","Romance, New Adult, Contemporary, Audiobook, Novella, Fiction, Contemporary Romance",1
"Wendy, Markham",Slightly Single,"For every girl who's ever endured a long, hot urban summer on her own, Slightly Single is the summer breeze you've been waiting for! A heat wave in Manhattan is enough to drive a girl crazy, and for Tracey Spadolini, a 24-year old New York transplant who's been ""left behind"" for the summer, there's even more to sweat about. Her Slightly Significant Other, Will, will be returning from summer stock in September, to pick up where they left off. (Or will he?) But, in the days after Will's departure, Tracey decides it's time for a reality check. Her un-air-conditioned East Village apartment is a dump, her entry-level ad job sucks, her thighs don't seem to be getting any thinner, and Will seems to have dropped off the face of the earth. So, Tracey, with the help of her friends and one very attentive guy, decides to spend her summer reinventing herself . . . and taking a chance on liking the new woman she becomes.","Chick Lit, Fiction, Romance, Adult, Contemporary, Contemporary Romance, Womens Fiction",1
"Mason, Deaver",I Wish You All the Best,"An alternate cover edition for 9781338306125 can be found here.  When Ben De Backer comes out to their parents as nonbinary, they're thrown out of their house and forced to move in with their estranged older sister, Hannah, and her husband, Thomas, whom Ben has never even met. Struggling with an anxiety disorder compounded by their parents' rejection, they come out only to Hannah, Thomas, and their therapist and try to keep a low profile in a new school.  But Ben's attempts to survive the last half of senior year unnoticed are thwarted when Nathan Allan, a funny and charismatic student, decides to take Ben under his wing. As Ben and Nathan's friendship grows, their feelings for each other begin to change, and what started as a disastrous turn of events looks like it might just be a chance to start a happier new life.  At turns heartbreaking and joyous, is both a celebration of life, friendship, and love, and a shining example of hope in the face of adversity.","LGBT, Young Adult, Romance, Queer, Contemporary, Fiction, Mental Health",1
"Steve, Parker",Super Human Encyclopedia: Discover the Amazing Things Your Body Can Do,"Children are astounded at the human body and are eager to learn about the processes that are going on inside them. Super Human Encyclopedia offers a new perspective on the human body for kids by highlighting the truly extraordinary processes behind the body's everyday functions.  Packed with interesting facts, from how we keep cool and how memories are made to how we fight infections and how many muscles we use to smile, Super Human Encyclopedia reveals the extraordinary facts about the human body from the strength and flexibility of the human skeleton to the incredible way the brain works. Featuring real ""superhumans"", including memory champions, contortionists and free divers, the book features the characteristics that take them to human extremes and showcases their remarkable records of speed, power, acceleration, heart rate and a host of other fascinating facts.  With artwork and text appropriate for children 10 and older, Super Human Encyclopedia showcases from head to toe how extraordinary the human body is.  Supports the Common Core State Standards","Science, Nonfiction, Health",1
"Susann, Cokal",The Kingdom of Little Wounds,"A young seamstress and a royal nursemaid find themselves at the center of an epic power struggle in this stunning young-adult debut.  On the eve of Princess Sophia’s wedding, the Scandinavian city of Skyggehavn prepares to fete the occasion with a sumptuous display of riches: brocade and satin and jewels, feasts of sugar fruit and sweet spiced wine. Yet beneath the veneer of celebration, a shiver of darkness creeps through the palace halls. A mysterious illness plagues the royal family, threatening the lives of the throne’s heirs, and a courtier’s wolfish hunger for the king’s favors sets a devious plot in motion. Here in the palace at Skyggehavn, things are seldom as they seem — and when a single errant prick of a needle sets off a series of events that will alter the course of history, the fates of seamstress Ava Bingen and mute nursemaid Midi Sorte become irrevocably intertwined with that of mad Queen Isabel. As they navigate a tangled web of palace intrigue, power-lust, and deception, Ava and Midi must carve out their own survival any way they can.  A 2014 Michael L. Printz Honor Book","Fantasy, Historical Fiction, Young Adult, Historical, Fiction, Fairy Tales, Adult",1
"R. J., Anderson",Ultraviolet,"Once upon a time there was a girl who was special. This is not her story. Unless you count the part where I killed her.  Sixteen-year-old Alison has been sectioned in a mental institute for teens, having murdered the most perfect and popular girl at school. But the case is a mystery: no body has been found, and Alison's condition is proving difficult to diagnose. Alison herself can't explain what happened: one minute she was fighting with Tori -- the next she disintegrated. Into nothing. But that's impossible. Right?  When Alison meets Dr Faraday, a visiting psychologist, she feels an instant connection. More, he believes her story. But there's more to Faraday than Alison can possibly imagine ... and the answers he will give her are ... extraordinary ...","Young Adult, Science Fiction, Paranormal, Fantasy, Mystery, Aliens, Romance",1
"Niki, Smith",The Deep and Dark Blue,"After a terrible political coup usurps their noble house, Hawke and Grayson flee to stay alive and assume new identities, Hanna and Grayce. Desperation and chance lead them to the Communion of Blue, an order of magical women who spin the threads of reality to their will.  As the twins learn more about the Communion, and themselves, they begin to hatch a plan to avenge their family and retake their royal home.While Hawke wants to return to his old life, Grayce struggles to keep the threads of her new life from unraveling, and realizes she wants to stay in the one place that will allow her to finally live as a girl.","Graphic Novels, Fantasy, Middle Grade, LGBT, Comics, Queer, Young Adult",1
"Kendare, Blake",Five Dark Fates,"After the grim confrontation with Queen Katharine, the rebellion lies in tatters. Jules’s legion curse has been unbound, and it is up to Arsinoe to find a cure, even as the responsibility of stopping the ravaging mist lies heavy on her shoulders, and her shoulders alone. Mirabella has disappeared.  Katharine’s reign remains intact—for now. When Mirabella arrives, seemingly under a banner of truce, Katharine begins to yearn for the closeness that Mirabella and Arsinoe share. But as the two circle each other, the dead queens hiss caution—Mirabella is not to be trusted.  In this conclusion to the Three Dark Crowns series, three sisters will rise to fight as the secrets of Fennbirn’s history are laid bare. Allegiances will shift. Bonds will be tested. But the fate of the island lies in the hands of its queens. It always has.","Fantasy, Young Adult, Young Adult Fantasy, Audiobook, Fiction, Magic, Romance",1
"Jaime, Adoff",Names Will Never Hurt Me,"During one day at school, the paths of four teens will cross in ways they never imagined. There's Kurt, the ""freek"" who tries desperately to escape bullying; Tisha, who doesn't feel she fits in with anyone; Ryan, the football jock who rules the hallways while losing control of his life; and Floater, who uses his connections to gain dangerous power. On this day, teasing, racism, loneliness, and secrets bring each of them to the breaking point. Now they must help each other prevent a tragedy. The voices of these four teens weave together in prose-poetry to create a powerful read.","Young Adult, Contemporary, Fiction, Realistic Fiction, Teen, High School, Social Issues",1
"E.L., James",Fifty Shades Darker,"OFFICIAL MOVIE TIE-IN EDITION, INCLUDES BONUS MATERIAL  A special edition of E L James’s #1 New York Times bestselling novel, Fifty Shades Darker, that includes her own photos and caption commentary from the making of the film—and an excerpt from her forthcoming book, Fifty Shades Darker, As Told by Christian Grey.  Daunted by the singular tastes and dark secrets of the beautiful, tormented young entrepreneur Christian Grey, Anastasia Steele has broken off their relationship. But desire for Christian still dominates her every waking thought, and when he proposes a new arrangement, Ana cannot resist. They rekindle their searing sensual affair, and Ana learns more about the harrowing past of her damaged, driven, and demanding Fifty Shades. While Christian wrestles with his inner demons, Ana must confront the anger and envy of the women who came before her, and make the most important decision of her life.","Romance, Fiction, Erotica, BDSM, Adult, Contemporary, Contemporary Romance",1
"Kaiu, Shirai",The Promised Neverland,"Life at Grace Field House has been good for Emma and her fellow orphans. While the daily studying and exams they have to take are tough, their loving caretaker provides them with delicious foods and plenty of playtime. But perhaps not everything is as it seems…  Emma, Norman and Ray are the brightest kids at the Grace Field House orphanage. And under the care of the woman they refer to as “Mom,” all the kids have enjoyed a comfortable life. Good food, clean clothes and the perfect environment to learn—what more could an orphan ask for? One day, though, Emma and Norman uncover the dark truth of the outside world they are forbidden from seeing.","Manga, Horror, Fantasy, Graphic Novels, Mystery, Young Adult, Fiction",1
"Kate, Elliott",Buried Heart,"The explosive finale to World Fantasy Award finalist Kate Elliott's captivating, New York Times bestselling young adult series  In this third book in the epic Court of Fives series, Jessamy is the crux of a revolution forged by the Commoner class hoping to overthrow their longtime Patron overlords. But enemies from foreign lands have attacked the kingdom, and Jes must find a way to unite the Commoners and Patrons to defend their home and all the people she loves. Will her status as a prominent champion athlete be enough to bring together those who have despised one another since long before her birth? Will she be able to keep her family out of the clutches of the evil Lord Gargaron? And will her relationship with Prince Kalliarkos remain strong when they find themselves on opposite sides of a war? Find all the answers in this beautifully written and exciting conclusion to World Fantasy Award finalist Kate Elliott's debut New York Times bestselling young adult trilogy!","Fantasy, Young Adult, Young Adult Fantasy, Fiction, Romance, Audiobook, High Fantasy",1
"Bich Minh, Nguyen",Stealing Buddha's Dinner: A Memoir,A coming-of-age memoir by a Vietnamese American recounts her struggles for an American identity in the pre-politically correct climate of the Midwest and her passion for American food in the face of her family's Buddhist lifestyle.,"Memoir, Nonfiction, Food, Biography, Biography Memoir, Asia, Book Club",1
"Susane, Colasanti",All I Need,"The last night of summer is only the beginning.  Skye wants to meet the boy who will change her life forever. Seth feels their instant connection the second he sees her. When Seth starts talking to Skye at the last beach party of the summer, it’s obvious to both of them that this is something real. But when Seth leaves for college before they exchange contact info, Skye wonders if he felt the same way she did—and if she will ever see him again. Even if they find their way back to each other, can they make a long-distance relationship work despite trust issues, ex drama, and some serious background differences?  Teen favorite Susane Colasanti returns to the alternating-voice style of her beloved debut in this -inspired story about summer, soul mates, and the moments that change our lives forever.","Young Adult, Romance, Contemporary, Realistic Fiction, Teen, Fiction, Young Adult Contemporary",1
"Nathan D., Wilson",The Dragon's Tooth,"Lost civilizations. Ancient secrets. Buried treasure.  For two years, Cyrus and Antigone Smith have run a sagging roadside motel with their older brother, Daniel. Nothing ever seems to happen. Then a strange old man with bone tattoos arrives, demanding a specific room.  Less than 24 hours later, the old man is dead. The motel has burned. Daniel is missing. Cyrus and Antigone are kneeling in a crowded hall, swearing an oath to an order of explorers who have long served as caretakers of the world's secrets, keepers of powerful relics from lost civilizations, and jailers to unkillable criminals who have terrorized the world for millennia.","Fantasy, Fiction, Middle Grade, Young Adult, Adventure, Childrens, Mystery",1
"Aldous, Huxley",Brave New World Revisited,"Huxley’s classic is bookended by the original introduction by Margaret Atwood and his fascinating non-fiction work, written in 1958, in which he compares the modern-day world with the dystopian fantasy he envisioned in Brave New World .  Nearly thirty years after the publication of Brave New World , Huxley checked the progress of his prophecies against reality in Brave New World Revisited and argued that many of his fictional fantasies had grown uncomfortably close to the truth. Sharing his views on issues such as overpopulation, propaganda, the art of selling and brainwashing, Huxley gives a vigorous, astute analysis of the nature of power and authority in modern society. Brave New World Revisited is an urgent and powerful appeal for the defence of individualism still alarmingly relevant today.","Fiction, Science Fiction, Dystopia, Classics, Literature, Novels, Fantasy",1
"Stanley Tookie, Williams",Life In Prison,"""The true stories I've written in this book are my living nightmares. My greatest hope is that the lessons the stories offer will help you make better choices than I did."" Stanley ""Tookie"" Williams, cofounder of the notorious Crips gang, is a death-row inmate. But in his two decades of incarceration, Williams has also become a respected author and activist whose dedication to ending gang warfare in the lives of inner-city children has earned him a 2001 Nobel Peace Prize nomination. In this award-winning bookwhich has drawn praise from educators, government leaders, and families alikeWilliams describes the brutal reality of being an inmate. He debunks myths of prisons as ""gladiator schools"" with blunt, riveting stories of overwhelming homesickness, the terror of solitary confinement, and the humiliation of strip-searches. Williams' words are a frank challenge to adolescent readers to educate themselves, make intelligent decisions, and above all, not to follow in his footsteps.","Nonfiction, Crime, Biography, Memoir, Autobiography, True Crime, Biography Memoir",1
"Stephen, King",The Dark Half,"Alternate Cover Editions #1, #2, #3  Thad Beaumont would like to say he is innocent. He'd like to say he has nothing to do with the series of monstrous murders that keep coming closer to his home. But how can Thad disown the ultimate embodiment of evil that goes by the name he gave it-and signs its crimes with Thad's bloody fingerprints?","Horror, Fiction, Thriller, Fantasy, Supernatural, Mystery, Audiobook",1
"Reyna, Grande",The Distance Between Us: A Memoir,"Traces the author's experiences as an illegal child immigrant, describing her father's violent alcoholism, her efforts to obtain a higher education, and the inspiration of Latina authors.","Memoir, Nonfiction, Biography, Biography Memoir, Audiobook, Autobiography, Family",1
"Somaiya, Daud",Mirage,"In a star system dominated by the brutal Vathek empire, eighteen-year-old Amani is a dreamer. She dreams of what life was like before the occupation; she dreams of writing poetry like the old-world poems she adores; she dreams of receiving a sign from Dihya that one day, she, too, will have adventure, and travel beyond her isolated moon.  But when adventure comes for Amani, it is not what she expects: she is kidnapped by the regime and taken in secret to the royal palace, where she discovers that she is nearly identical to the cruel half-Vathek Princess Maram. The princess is so hated by her conquered people that she requires a body double, someone to appear in public as Maram, ready to die in her place.  As Amani is forced into her new role, she can’t help but enjoy the palace’s beauty—and her time with the princess’ fiancé, Idris. But the glitter of the royal court belies a world of violence and fear. If Amani ever wishes to see her family again, she must play the princess to perfection...because one wrong move could lead to her death.","Fantasy, Young Adult, Science Fiction, Romance, Young Adult Fantasy, Fiction, Audiobook",1
"Sarah J., Maas",Throne of Glass,"An alternative cover edition for this ISBN can be found here.  In a land without magic, where the king rules with an iron hand, an assassin is summoned to the castle. She comes not to kill the king, but to win her freedom. If she defeats twenty-three killers, thieves, and warriors in a competition, she is released from prison to serve as the king's champion. Her name is Celaena Sardothien.  The Crown Prince will provoke her. The Captain of the Guard will protect her. But something evil dwells in the castle of glass—and it's there to kill. When her competitors start dying one by one, Celaena's fight for freedom becomes a fight for survival, and a desperate quest to root out the evil before it destroys her world.","Young Adult, Romance, Fiction, Magic, Fantasy, Young Adult Fantasy, High Fantasy",1
"Michelle, Ruiz Keil",All of Us with Wings,"Michelle Ruiz Keil’s YA fantasy debut about love, found family, and healing is an ode to post-punk San Francisco through the eyes of a Mexican-American girl.  Seventeen-year-old Xochi is alone in San Francisco, running from her painful past: the mother who abandoned her, the man who betrayed her. Then one day, she meets Pallas, a precocious twelve-year-old who lives with her rock-star family in one of the city’s storybook Victorians. Xochi accepts a position as Pallas’s live-in governess and quickly finds her place in their household, which is relaxed and happy despite the band's larger-than-life fame.  But on the night of the Vernal Equinox, as a concert afterparty rages in the house below, Xochi and Pallas accidentally summon a pair of ancient creatures devoted to avenging the wrongs of Xochi’s adolescence. She would do anything to preserve her new life, but with the creatures determined to exact vengeance on those who’ve hurt her, no one is safe—not the family she’s chosen, nor the one she left behind.","Fantasy, Young Adult, LGBT, Magical Realism, Fiction, Contemporary, Queer",1
"Chris, Colfer",A Tale of Witchcraft,"Brystal Evergreen changed the world, but the journey is just beginning...  Brystal and her friends have saved the world from the evil Snow Queen and secured worldwide acceptance for the magical community.  However, when a mysterious new witch arrives at the academy, the celebrations are cut short. As the witch begins recruiting faeries into her rival school of witchcraft, it becomes clear she has dark intentions. And soon Brystal's friend Lucy becomes embroiled in an ominous plot against mankind.  Elsewhere, the fragile peace is on the brink of shattering. Outrage has spread throughout the kingdoms in opposition to the legalization of magic. And, a dangerous and centuries-old clan known as the Righteous Brotherhood has resurfaced, with one goal in mind: to exterminate all magical life forever...starting with Brystal....","Fantasy, Middle Grade, Magic, Young Adult, Fiction, Audiobook, Adventure",1
"Cassandra, Clare",City of Fallen Angels,"Simon Lewis muss sich noch daran gewöhnen, ein Vampir zu sein. Da wird ihm von Camille, der mächtigen Chefin des Vampirclans von Manhattan, ein attraktives Angebot gemacht. Weiß er, wie hoch der Preis dafür ist?  Clary, seine beste Freundin, hat kaum noch Zeit für ihn. Sie ist zu beschäftigt mit ihrer Ausbildung zur Schattenjägerin und ihrer großen Liebe Jace. Doch dann geschehen finstere Dinge in New York. Ist der Krieg, den Simon gewonnen glaubte, noch nicht vorbei?","Fantasy, Young Adult, Romance, Paranormal, Urban Fantasy, Vampires, Fiction",1
"Douglas, Adams",The Restaurant at the End of the Universe,"alternate edition for ISBN 0345418921/9780345418920  Facing annihilation at the hands of the warlike Vogons is a curious time to have a cosmically displaced Arthur Dent and his curious comrades in arms as they hurtle through space powered by pure improbability - and desperately in search of a place to eat. Among Arthur's motley shipmates are Ford Prefect, a long-time friend and contributor to the The Hitch Hiker's Guide to the Galaxy; Zaphod Beeblebrox, the three-armed, two-headed ex-president of the galaxy; Tricia McMilan, a fellow Earth refuge who's gone native (her name is Trillian now); and Marvin, who suffers nothing and no one gladly.  Source: douglasadams.com","Science Fiction, Fiction, Humor, Fantasy, Comedy, Classics, Audiobook",1
"Arthur, Golden",Memoirs of a Geisha,"A literary sensation and runaway bestseller, this brilliant novel presents with seamless authenticity and exquisite lyricism the true confessions of one of Japan's most celebrated geisha.  In ""Memoirs of a Geisha,"" we enter a world where appearances are paramount; where a girl's virginity is auctioned to the highest bidder; where women are trained to beguile the most powerful men; and where love is scorned as illusion. It is a unique and triumphant work of fiction - at once romantic, erotic, suspenseful - and completely unforgettable.","Fiction, Historical Fiction, Romance, Historical, Adult, Novels, Asia",1
"Cormac, McCarthy",No Country for Old Men,"The setting is the Texas-Mexico border. The time is our own, when rustlers have given way to drug-runners and small towns have become free-fire zones. A good old boy named Llewellyn Moss finds a pickup truck surrounded by dead men. A load of heroin and two million dollars in cash are still in the back. When Moss takes the money, he sets off a chain reaction that not even the law can contain. Encompassing themes as ancient as the Bible and as bloodily contemporary as this morning’s headlines, No Country for Old Men is a triumph.","Fiction, Thriller, Westerns, Crime, Mystery, Literature, Novels",1
"Bastien, Vivès",Last Man: The Royal Cup,"Richard Aldana, the mysterious stranger who entered the Games in the first volume of Last Man, continues to defeat all of his competitors, despite his outlandish refusal to use any magic, and to rely solely on martial arts. With young Adrian fighting at his side, he's beginning to look like a likely contender for the Royal Cup.   But in a breathtaking twist, everything changes: this world is not what you thought it was, and Richard Aldana is certainly not who he claimed.   With the same fast-paced action-oriented storytelling and gorgeous art as , the second volume of the Last Man series changes all the rules, and will leave readers eagerly awaiting book three!","Comics, Graphic Novels, Fantasy, Manga, Bande Dessinée, Young Adult, France",1
"Tim, O'Brien",The Things They Carried,"A classic work of American literature that has not stopped changing minds and lives since it burst onto the literary scene, The Things They Carried is a ground-breaking meditation on war, memory, imagination, and the redemptive power of storytelling.  The Things They Carried depicts the men of Alpha Company: Jimmy Cross, Henry Dobbins, Rat Kiley, Mitchell Sanders, Norman Bowker, Kiowa, and the character Tim O’Brien, who has survived his tour in Vietnam to become a father and writer at the age of forty-three.  Taught everywhere—from high school classrooms to graduate seminars in creative writing—it has become required reading for any American and continues to challenge readers in their perceptions of fact and fiction, war and peace, courage and fear and longing. The Things They Carried won France's prestigious Prix du Meilleur Livre Etranger and the Chicago Tribune Heartland Prize; it was also a finalist for the Pulitzer Prize and the National Book Critics Circle Award.","Fiction, Historical Fiction, Classics, War, Short Stories, School, Historical",1
